x	y	cat1	cat2
29.2	-43.7	Finfish and Shellfish Products	10
23.1	-64.5	Finfish and Shellfish Products	10
15.4	-70.9	Finfish and Shellfish Products	10
11.8	-64.8	Finfish and Shellfish Products	10
22.4	-64.0	Finfish and Shellfish Products	10
12.9	-71.1	Finfish and Shellfish Products	10
4.67	-35.9	Finfish and Shellfish Products	10
7.92	-65.4	Finfish and Shellfish Products	10
-6.0	-71.8	Finfish and Shellfish Products	10
-1.65	40.8	Finfish and Shellfish Products	10
-6.32	-71.9	Finfish and Shellfish Products	10
-3.47	-50.0	Finfish and Shellfish Products	10
29.8	-50.0	Finfish and Shellfish Products	10
28.3	-50.6	Finfish and Shellfish Products	10
-5.7	-50.0	Finfish and Shellfish Products	10
-22.9	-46.4	Finfish and Shellfish Products	10
-13.8	27.1	Finfish and Shellfish Products	10
2.72	41.9	Finfish and Shellfish Products	10
11.8	-32.3	Finfish and Shellfish Products	10
10.4	-53.7	Finfish and Shellfish Products	10
5.69	-67.6	Finfish and Shellfish Products	10
18.3	-36.0	Finfish and Shellfish Products	10
27.9	-50.7	Finfish and Shellfish Products	10
30.8	-51.2	Finfish and Shellfish Products	10
7.54	-67.1	Finfish and Shellfish Products	10
22.5	-66.3	Finfish and Shellfish Products	10
15.0	-72.5	Finfish and Shellfish Products	10
27.8	-50.6	Finfish and Shellfish Products	10
33.7	-52.1	Finfish and Shellfish Products	10
10.1	-64.3	Finfish and Shellfish Products	10
32.2	-52.6	Finfish and Shellfish Products	10
10.4	-65.3	Finfish and Shellfish Products	10
34.6	-51.7	Finfish and Shellfish Products	10
31.3	-52.3	Finfish and Shellfish Products	10
18.7	-72.1	Finfish and Shellfish Products	10
11.7	-64.9	Finfish and Shellfish Products	10
10.0	-43.6	Finfish and Shellfish Products	10
-6.13	-71.6	Finfish and Shellfish Products	10
28.6	-51.3	Finfish and Shellfish Products	10
16.3	-66.4	Finfish and Shellfish Products	10
0.894	-74.7	Finfish and Shellfish Products	10
29.7	-41.5	Finfish and Shellfish Products	10
-0.273	-24.7	Finfish and Shellfish Products	10
-15.2	-36.3	Finfish and Shellfish Products	10
17.6	-49.0	Finfish and Shellfish Products	10
26.6	-44.3	Finfish and Shellfish Products	10
5.03	-72.2	Finfish and Shellfish Products	10
13.3	-70.7	Finfish and Shellfish Products	10
-13.0	27.2	Finfish and Shellfish Products	10
7.97	-67.4	Finfish and Shellfish Products	10
-4.88	-71.2	Finfish and Shellfish Products	10
9.36	-69.0	Finfish and Shellfish Products	10
-12.7	27.2	Finfish and Shellfish Products	10
9.13	-69.0	Finfish and Shellfish Products	10
1.91	-72.5	Finfish and Shellfish Products	10
-13.2	26.8	Finfish and Shellfish Products	10
-25.1	37.3	Finfish and Shellfish Products	10
-13.4	26.8	Finfish and Shellfish Products	10
30.5	-49.2	Finfish and Shellfish Products	10
29.2	-48.4	Finfish and Shellfish Products	10
9.09	-69.7	Finfish and Shellfish Products	10
16.3	-67.1	Finfish and Shellfish Products	10
-12.8	-60.2	Finfish and Shellfish Products	10
7.78	-69.8	Finfish and Shellfish Products	10
-14.0	-36.9	Finfish and Shellfish Products	10
14.3	-72.9	Finfish and Shellfish Products	10
1.82	-74.0	Finfish and Shellfish Products	10
31.5	-52.9	Finfish and Shellfish Products	10
10.4	-65.8	Finfish and Shellfish Products	10
29.8	-49.6	Finfish and Shellfish Products	10
30.7	-50.5	Finfish and Shellfish Products	10
28.2	-47.3	Finfish and Shellfish Products	10
2.86	41.5	Finfish and Shellfish Products	10
2.19	42.2	Finfish and Shellfish Products	10
1.81	42.3	Finfish and Shellfish Products	10
33.3	-51.2	Finfish and Shellfish Products	10
34.2	-52.2	Finfish and Shellfish Products	10
15.6	-71.3	Finfish and Shellfish Products	10
5.71	-66.1	Finfish and Shellfish Products	10
-3.62	-70.7	Finfish and Shellfish Products	10
29.2	-49.4	Finfish and Shellfish Products	10
7.58	-66.5	Finfish and Shellfish Products	10
6.39	-64.2	Finfish and Shellfish Products	10
10.3	-65.2	Finfish and Shellfish Products	10
9.5	-64.7	Finfish and Shellfish Products	10
8.65	54.0	Finfish and Shellfish Products	10
8.2	54.3	Finfish and Shellfish Products	10
-4.96	-69.6	Finfish and Shellfish Products	10
29.3	-42.0	Finfish and Shellfish Products	10
29.9	-52.1	Finfish and Shellfish Products	10
-5.05	-65.2	Finfish and Shellfish Products	10
13.7	-58.6	Finfish and Shellfish Products	10
10.6	-73.7	Finfish and Shellfish Products	10
3.22	-38.3	Finfish and Shellfish Products	10
28.5	-42.1	Finfish and Shellfish Products	10
9.32	-68.2	Finfish and Shellfish Products	10
28.7	-43.5	Finfish and Shellfish Products	10
31.3	-52.8	Finfish and Shellfish Products	10
10.3	-66.1	Finfish and Shellfish Products	10
7.75	-71.2	Finfish and Shellfish Products	10
14.7	-36.7	Finfish and Shellfish Products	10
30.5	-53.3	Finfish and Shellfish Products	10
11.8	-65.9	Finfish and Shellfish Products	10
16.2	-71.6	Finfish and Shellfish Products	10
32.9	-54.2	Finfish and Shellfish Products	10
32.9	-54.3	Finfish and Shellfish Products	10
32.9	-54.3	Finfish and Shellfish Products	10
37.7	-48.7	Finfish and Shellfish Products	10
31.0	-48.9	Finfish and Shellfish Products	10
30.5	-43.2	Finfish and Shellfish Products	10
22.8	-66.5	Finfish and Shellfish Products	10
12.0	-66.1	Finfish and Shellfish Products	10
34.8	-54.0	Finfish and Shellfish Products	10
34.7	-54.0	Finfish and Shellfish Products	10
31.3	-53.9	Finfish and Shellfish Products	10
-14.1	-37.1	Finfish and Shellfish Products	10
4.69	-73.7	Finfish and Shellfish Products	10
35.5	-53.5	Finfish and Shellfish Products	10
15.7	-71.4	Finfish and Shellfish Products	10
12.1	-63.5	Finfish and Shellfish Products	10
28.7	-49.1	Finfish and Shellfish Products	10
-3.86	-51.6	Finfish and Shellfish Products	10
30.7	-47.4	Finfish and Shellfish Products	10
-0.5	-23.8	Finfish and Shellfish Products	10
5.08	-74.6	Finfish and Shellfish Products	10
4.87	-74.0	Finfish and Shellfish Products	10
43.8	-5.83	Finfish and Shellfish Products	10
3.93	-74.3	Finfish and Shellfish Products	10
30.5	-48.7	Finfish and Shellfish Products	10
6.11	-73.6	Finfish and Shellfish Products	10
30.6	-49.1	Finfish and Shellfish Products	10
40.6	-8.67	Finfish and Shellfish Products	10
-0.323	-24.5	Finfish and Shellfish Products	10
36.8	-53.0	Finfish and Shellfish Products	10
31.7	-44.8	Finfish and Shellfish Products	10
30.1	-45.5	Finfish and Shellfish Products	10
15.8	-73.8	Finfish and Shellfish Products	10
-18.5	-50.0	Finfish and Shellfish Products	10
15.7	-71.4	Finfish and Shellfish Products	10
29.9	-52.2	Finfish and Shellfish Products	10
-4.77	-62.5	Finfish and Shellfish Products	10
31.8	-42.2	Finfish and Shellfish Products	10
-40.8	22.1	Finfish and Shellfish Products	10
26.8	-44.3	Finfish and Shellfish Products	10
-13.0	27.2	Finfish and Shellfish Products	10
-12.7	27.1	Finfish and Shellfish Products	10
-13.1	26.9	Finfish and Shellfish Products	10
-5.3	-68.9	Finfish and Shellfish Products	10
28.0	-45.4	Finfish and Shellfish Products	10
-5.06	-65.2	Finfish and Shellfish Products	10
13.7	-58.6	Finfish and Shellfish Products	10
9.36	-64.4	Finfish and Shellfish Products	10
11.1	-68.0	Finfish and Shellfish Products	10
5.61	-72.1	Finfish and Shellfish Products	10
10.7	-64.8	Finfish and Shellfish Products	10
-4.66	-70.9	Finfish and Shellfish Products	10
15.0	-74.0	Finfish and Shellfish Products	10
15.7	-67.6	Finfish and Shellfish Products	10
29.5	-47.4	Finfish and Shellfish Products	10
8.36	-64.7	Finfish and Shellfish Products	10
-16.9	-43.7	Finfish and Shellfish Products	10
-23.1	-51.0	Finfish and Shellfish Products	10
12.1	-64.8	Finfish and Shellfish Products	10
15.9	-67.4	Finfish and Shellfish Products	10
2.32	42.5	Finfish and Shellfish Products	10
-1.38	-31.5	Finfish and Shellfish Products	10
-3.36	-49.9	Finfish and Shellfish Products	10
16.5	-67.4	Finfish and Shellfish Products	10
9.8	-63.7	Finfish and Shellfish Products	10
11.5	-65.0	Finfish and Shellfish Products	10
16.4	-67.5	Finfish and Shellfish Products	10
-29.6	0.597	Finfish and Shellfish Products	10
-15.2	-36.3	Finfish and Shellfish Products	10
-4.52	-62.0	Finfish and Shellfish Products	10
4.4	-72.4	Finfish and Shellfish Products	10
0.178	-73.8	Finfish and Shellfish Products	10
1.85	-72.4	Finfish and Shellfish Products	10
8.43	-65.8	Finfish and Shellfish Products	10
2.36	-73.4	Finfish and Shellfish Products	10
-6.64	-71.9	Finfish and Shellfish Products	10
7.04	-66.9	Finfish and Shellfish Products	10
9.65	-64.9	Finfish and Shellfish Products	10
34.1	-51.4	Finfish and Shellfish Products	10
-5.42	-71.5	Finfish and Shellfish Products	10
10.4	-66.9	Finfish and Shellfish Products	10
10.6	-75.2	Finfish and Shellfish Products	10
28.6	-46.4	Finfish and Shellfish Products	10
0.432	-73.1	Finfish and Shellfish Products	10
6.94	-71.5	Finfish and Shellfish Products	10
1.02	-45.1	Finfish and Shellfish Products	10
31.3	-48.8	Finfish and Shellfish Products	10
30.6	-43.1	Finfish and Shellfish Products	10
11.5	-63.1	Finfish and Shellfish Products	10
-15.6	29.1	Finfish and Shellfish Products	10
5.32	-73.5	Finfish and Shellfish Products	10
7.51	-74.5	Finfish and Shellfish Products	10
29.7	-41.5	Finfish and Shellfish Products	10
15.4	-72.5	Finfish and Shellfish Products	10
22.0	-49.3	Finfish and Shellfish Products	10
6.83	-59.7	Finfish and Shellfish Products	10
-11.6	-54.9	Finfish and Shellfish Products	10
-11.3	-55.8	Finfish and Shellfish Products	10
2.92	-71.6	Finfish and Shellfish Products	10
1.14	-72.7	Finfish and Shellfish Products	10
7.39	-70.0	Finfish and Shellfish Products	10
5.53	-71.3	Finfish and Shellfish Products	10
29.6	-53.2	Finfish and Shellfish Products	10
31.3	-53.2	Finfish and Shellfish Products	10
36.9	-53.1	Finfish and Shellfish Products	10
40.9	-9.49	Finfish and Shellfish Products	10
40.9	-9.64	Finfish and Shellfish Products	10
2.38	-73.5	Finfish and Shellfish Products	10
36.4	-22.5	Finfish and Shellfish Products	10
-0.764	-35.3	Finfish and Shellfish Products	10
1.26	-34.7	Finfish and Shellfish Products	10
-12.8	26.9	Finfish and Shellfish Products	10
-13.2	27.4	Finfish and Shellfish Products	10
27.1	-45.7	Finfish and Shellfish Products	10
13.8	-58.4	Finfish and Shellfish Products	10
7.37	-68.0	Finfish and Shellfish Products	10
9.08	-65.7	Finfish and Shellfish Products	10
26.9	-52.3	Finfish and Shellfish Products	10
26.5	-52.6	Finfish and Shellfish Products	10
27.0	-51.9	Finfish and Shellfish Products	10
26.4	-52.6	Finfish and Shellfish Products	10
32.8	-52.4	Finfish and Shellfish Products	10
32.7	-52.6	Finfish and Shellfish Products	10
18.4	-67.4	Finfish and Shellfish Products	10
2.78	-67.8	Finfish and Shellfish Products	10
19.8	-66.8	Finfish and Shellfish Products	10
-31.1	22.0	Legumes and Legume Products	13
34.2	-20.0	Legumes and Legume Products	13
-15.5	1.64	Legumes and Legume Products	13
3.81	-3.37	Legumes and Legume Products	13
29.6	-12.2	Legumes and Legume Products	13
34.8	-4.59	Legumes and Legume Products	13
30.9	-9.48	Legumes and Legume Products	13
29.7	-10.5	Legumes and Legume Products	13
32.9	-9.62	Legumes and Legume Products	13
33.4	-7.05	Legumes and Legume Products	13
34.2	-8.87	Legumes and Legume Products	13
-32.9	22.5	Legumes and Legume Products	13
33.4	-21.0	Legumes and Legume Products	13
-32.9	23.2	Legumes and Legume Products	13
34.3	-18.3	Legumes and Legume Products	13
34.9	-14.1	Legumes and Legume Products	13
-31.6	22.3	Legumes and Legume Products	13
32.4	-22.3	Legumes and Legume Products	13
35.2	1.99	Legumes and Legume Products	13
-33.0	23.7	Legumes and Legume Products	13
32.6	-16.4	Legumes and Legume Products	13
-32.5	23.3	Legumes and Legume Products	13
34.7	-19.1	Legumes and Legume Products	13
34.0	-17.6	Legumes and Legume Products	13
-33.4	23.0	Legumes and Legume Products	13
33.2	-19.9	Legumes and Legume Products	13
35.9	-5.22	Legumes and Legume Products	13
-33.3	23.6	Legumes and Legume Products	13
33.6	-17.3	Legumes and Legume Products	13
-33.5	22.4	Legumes and Legume Products	13
33.3	-20.0	Legumes and Legume Products	13
36.2	-6.1	Legumes and Legume Products	13
-33.5	22.9	Legumes and Legume Products	13
34.1	-17.4	Legumes and Legume Products	13
-33.7	23.2	Legumes and Legume Products	13
33.8	-20.7	Legumes and Legume Products	13
34.1	-16.8	Legumes and Legume Products	13
-32.7	22.9	Legumes and Legume Products	13
33.7	-21.8	Legumes and Legume Products	13
-32.1	22.5	Legumes and Legume Products	13
33.0	-21.7	Legumes and Legume Products	13
35.5	-6.24	Legumes and Legume Products	13
-33.6	23.5	Legumes and Legume Products	13
34.7	-20.7	Legumes and Legume Products	13
-33.9	23.7	Legumes and Legume Products	13
35.7	-19.5	Legumes and Legume Products	13
-33.0	24.2	Legumes and Legume Products	13
32.1	-16.7	Legumes and Legume Products	13
32.4	-15.9	Legumes and Legume Products	13
-33.1	22.8	Legumes and Legume Products	13
33.3	-18.6	Legumes and Legume Products	13
37.8	-0.975	Legumes and Legume Products	13
-19.7	27.8	Legumes and Legume Products	13
-31.2	20.2	Legumes and Legume Products	13
33.4	-22.1	Legumes and Legume Products	13
35.5	-4.9	Legumes and Legume Products	13
26.7	-36.2	Legumes and Legume Products	13
-31.1	23.3	Legumes and Legume Products	13
34.4	-21.4	Legumes and Legume Products	13
-31.2	22.6	Legumes and Legume Products	13
32.7	-22.6	Legumes and Legume Products	13
36.5	1.34	Legumes and Legume Products	13
36.5	-2.95	Legumes and Legume Products	13
-41.4	25.4	Legumes and Legume Products	13
32.7	-11.7	Legumes and Legume Products	13
-31.7	19.9	Legumes and Legume Products	13
33.3	-22.7	Legumes and Legume Products	13
-33.5	22.6	Legumes and Legume Products	13
33.9	-15.6	Legumes and Legume Products	13
36.2	1.03	Legumes and Legume Products	13
-33.3	22.4	Legumes and Legume Products	13
32.7	-20.8	Legumes and Legume Products	13
-33.9	23.6	Legumes and Legume Products	13
33.8	-16.6	Legumes and Legume Products	13
-31.1	23.7	Legumes and Legume Products	13
34.7	-21.9	Legumes and Legume Products	13
-31.3	22.5	Legumes and Legume Products	13
31.8	-20.6	Legumes and Legume Products	13
-50.8	-12.8	Legumes and Legume Products	13
-37.5	25.0	Legumes and Legume Products	13
34.6	-18.5	Legumes and Legume Products	13
-35.1	19.4	Legumes and Legume Products	13
33.8	-14.7	Legumes and Legume Products	13
-53.1	30.5	Legumes and Legume Products	13
-23.6	2.83	Legumes and Legume Products	13
-53.9	31.8	Legumes and Legume Products	13
-54.4	31.5	Legumes and Legume Products	13
-53.0	30.6	Legumes and Legume Products	13
-53.7	31.5	Legumes and Legume Products	13
-53.3	30.4	Legumes and Legume Products	13
-54.7	30.7	Legumes and Legume Products	13
-53.1	30.5	Legumes and Legume Products	13
-52.4	32.9	Legumes and Legume Products	13
-55.0	30.9	Legumes and Legume Products	13
-54.9	31.3	Legumes and Legume Products	13
-45.4	37.8	Legumes and Legume Products	13
-41.9	31.1	Legumes and Legume Products	13
-32.7	22.7	Legumes and Legume Products	13
33.0	-18.9	Legumes and Legume Products	13
35.1	-5.78	Legumes and Legume Products	13
-23.3	-15.3	Legumes and Legume Products	13
-45.0	36.2	Legumes and Legume Products	13
-23.5	-40.9	Legumes and Legume Products	13
-43.7	37.7	Legumes and Legume Products	13
14.2	-24.4	Legumes and Legume Products	13
-52.2	29.9	Legumes and Legume Products	13
-45.4	36.8	Legumes and Legume Products	13
-2.64	-22.1	Legumes and Legume Products	13
-8.91	21.5	Legumes and Legume Products	13
14.2	-24.4	Legumes and Legume Products	13
-47.1	35.1	Legumes and Legume Products	13
-47.2	35.1	Legumes and Legume Products	13
-44.2	37.4	Legumes and Legume Products	13
-44.0	37.5	Legumes and Legume Products	13
-44.3	37.5	Legumes and Legume Products	13
42.2	5.92	Legumes and Legume Products	13
-43.3	38.2	Legumes and Legume Products	13
-42.5	36.2	Legumes and Legume Products	13
28.3	-37.0	Legumes and Legume Products	13
40.3	-6.2	Legumes and Legume Products	13
40.7	-3.87	Legumes and Legume Products	13
6.54	25.6	Legumes and Legume Products	13
15.0	22.8	Legumes and Legume Products	13
-29.1	35.4	Legumes and Legume Products	13
-24.8	33.4	Legumes and Legume Products	13
33.9	11.4	Legumes and Legume Products	13
31.5	-8.38	Legumes and Legume Products	13
-31.1	23.7	Legumes and Legume Products	13
35.1	-21.5	Legumes and Legume Products	13
-28.3	35.8	Legumes and Legume Products	13
3.56	22.3	Legumes and Legume Products	13
28.9	-12.8	Legumes and Legume Products	13
-23.6	2.93	Legumes and Legume Products	13
15.0	28.0	Legumes and Legume Products	13
-35.7	19.3	Legumes and Legume Products	13
32.1	-10.0	Legumes and Legume Products	13
32.3	-9.28	Legumes and Legume Products	13
-1.88	11.3	Legumes and Legume Products	13
-54.5	31.0	Legumes and Legume Products	13
-53.7	29.6	Legumes and Legume Products	13
-2.53	62.1	Legumes and Legume Products	13
-2.44	62.0	Legumes and Legume Products	13
-32.9	21.6	Legumes and Legume Products	13
35.9	-19.6	Legumes and Legume Products	13
6.57	24.9	Legumes and Legume Products	13
-3.59	25.6	Legumes and Legume Products	13
42.6	5.89	Legumes and Legume Products	13
40.4	-4.23	Legumes and Legume Products	13
40.5	-4.71	Legumes and Legume Products	13
43.1	-2.36	Legumes and Legume Products	13
43.1	-2.34	Legumes and Legume Products	13
43.8	6.72	Legumes and Legume Products	13
-55.1	31.8	Legumes and Legume Products	13
14.3	28.0	Legumes and Legume Products	13
36.1	-7.29	Legumes and Legume Products	13
35.2	-13.8	Legumes and Legume Products	13
26.2	-8.2	Legumes and Legume Products	13
14.2	-24.4	Legumes and Legume Products	13
20.3	2.93	Legumes and Legume Products	13
55.5	-4.96	Legumes and Legume Products	13
67.2	2.36	Legumes and Legume Products	13
67.7	3.18	Legumes and Legume Products	13
67.5	2.81	Legumes and Legume Products	13
4.8	24.6	Legumes and Legume Products	13
24.5	18.3	Legumes and Legume Products	13
28.9	15.4	Legumes and Legume Products	13
27.2	18.4	Legumes and Legume Products	13
31.8	19.3	Legumes and Legume Products	13
27.8	20.1	Legumes and Legume Products	13
68.9	8.1	Legumes and Legume Products	13
28.6	20.1	Legumes and Legume Products	13
28.2	20.9	Legumes and Legume Products	13
27.3	20.0	Legumes and Legume Products	13
14.5	26.8	Legumes and Legume Products	13
13.8	26.6	Legumes and Legume Products	13
15.8	24.2	Legumes and Legume Products	13
29.5	32.0	Legumes and Legume Products	13
14.7	26.7	Legumes and Legume Products	13
14.2	26.5	Legumes and Legume Products	13
28.2	20.0	Legumes and Legume Products	13
28.2	19.9	Legumes and Legume Products	13
27.9	19.4	Legumes and Legume Products	13
28.5	20.2	Legumes and Legume Products	13
28.4	20.2	Legumes and Legume Products	13
28.1	19.7	Legumes and Legume Products	13
27.2	20.2	Legumes and Legume Products	13
26.5	20.3	Legumes and Legume Products	13
28.4	19.8	Legumes and Legume Products	13
28.4	20.2	Legumes and Legume Products	13
27.1	19.9	Legumes and Legume Products	13
63.3	1.4	Legumes and Legume Products	13
28.1	19.3	Legumes and Legume Products	13
27.9	19.2	Legumes and Legume Products	13
27.8	19.1	Legumes and Legume Products	13
26.9	18.7	Legumes and Legume Products	13
25.2	19.0	Legumes and Legume Products	13
27.2	19.3	Legumes and Legume Products	13
25.2	18.5	Legumes and Legume Products	13
25.4	18.7	Legumes and Legume Products	13
25.2	18.4	Legumes and Legume Products	13
25.2	18.9	Legumes and Legume Products	13
25.4	18.7	Legumes and Legume Products	13
25.4	18.7	Legumes and Legume Products	13
25.2	19.0	Legumes and Legume Products	13
59.8	-4.55	Legumes and Legume Products	13
18.3	2.08	Legumes and Legume Products	13
52.2	41.2	Legumes and Legume Products	13
27.3	19.0	Legumes and Legume Products	13
-1.85	24.9	Legumes and Legume Products	13
5.29	25.8	Legumes and Legume Products	13
5.6	25.9	Legumes and Legume Products	13
24.1	19.0	Legumes and Legume Products	13
25.5	19.2	Legumes and Legume Products	13
25.5	19.4	Legumes and Legume Products	13
32.1	19.4	Legumes and Legume Products	13
31.6	19.1	Legumes and Legume Products	13
26.3	18.7	Legumes and Legume Products	13
34.2	-20.0	Legumes and Legume Products	13
33.4	-21.0	Legumes and Legume Products	13
34.9	-14.1	Legumes and Legume Products	13
34.3	-18.3	Legumes and Legume Products	13
32.4	-22.3	Legumes and Legume Products	13
32.6	-16.4	Legumes and Legume Products	13
34.7	-19.1	Legumes and Legume Products	13
34.0	-17.6	Legumes and Legume Products	13
33.3	-20.0	Legumes and Legume Products	13
33.6	-17.3	Legumes and Legume Products	13
33.3	-20.0	Legumes and Legume Products	13
32.2	-9.77	Legumes and Legume Products	13
34.1	-17.4	Legumes and Legume Products	13
36.2	-6.06	Legumes and Legume Products	13
33.8	-20.7	Legumes and Legume Products	13
33.7	-21.8	Legumes and Legume Products	13
33.0	-21.7	Legumes and Legume Products	13
32.1	-9.13	Legumes and Legume Products	13
34.7	-20.7	Legumes and Legume Products	13
35.5	-6.25	Legumes and Legume Products	13
35.7	-19.5	Legumes and Legume Products	13
32.1	-16.7	Legumes and Legume Products	13
33.3	-18.6	Legumes and Legume Products	13
33.4	-22.1	Legumes and Legume Products	13
30.3	-10.3	Legumes and Legume Products	13
30.2	-10.0	Legumes and Legume Products	13
35.5	-4.9	Legumes and Legume Products	13
34.4	-21.4	Legumes and Legume Products	13
32.7	-22.6	Legumes and Legume Products	13
32.7	-11.7	Legumes and Legume Products	13
33.4	-22.7	Legumes and Legume Products	13
33.9	-15.6	Legumes and Legume Products	13
32.7	-20.8	Legumes and Legume Products	13
33.8	-16.6	Legumes and Legume Products	13
34.7	-21.9	Legumes and Legume Products	13
31.8	-20.6	Legumes and Legume Products	13
34.6	-18.5	Legumes and Legume Products	13
33.9	-14.6	Legumes and Legume Products	13
-53.9	31.8	Legumes and Legume Products	13
-54.4	31.5	Legumes and Legume Products	13
-53.7	31.5	Legumes and Legume Products	13
-54.7	30.7	Legumes and Legume Products	13
-52.4	32.9	Legumes and Legume Products	13
-55.0	30.9	Legumes and Legume Products	13
-54.9	31.3	Legumes and Legume Products	13
-54.2	32.9	Legumes and Legume Products	13
33.0	-18.9	Legumes and Legume Products	13
35.5	-5.52	Legumes and Legume Products	13
14.2	-24.4	Legumes and Legume Products	13
-52.2	29.9	Legumes and Legume Products	13
-47.1	35.1	Legumes and Legume Products	13
-47.2	35.1	Legumes and Legume Products	13
-43.9	37.5	Legumes and Legume Products	13
-43.4	37.0	Legumes and Legume Products	13
-44.3	37.5	Legumes and Legume Products	13
-42.4	38.2	Legumes and Legume Products	13
-42.4	38.2	Legumes and Legume Products	13
-42.5	36.2	Legumes and Legume Products	13
-42.5	36.2	Legumes and Legume Products	13
28.3	-36.9	Legumes and Legume Products	13
36.6	-4.02	Legumes and Legume Products	13
-24.4	42.6	Legumes and Legume Products	13
-1.19	25.8	Legumes and Legume Products	13
-27.2	49.6	Legumes and Legume Products	13
-25.9	45.1	Legumes and Legume Products	13
-25.1	46.6	Legumes and Legume Products	13
35.1	-21.5	Legumes and Legume Products	13
3.56	22.3	Legumes and Legume Products	13
2.1	-23.0	Legumes and Legume Products	13
13.9	-34.1	Legumes and Legume Products	13
26.7	-7.15	Legumes and Legume Products	13
14.6	-34.0	Legumes and Legume Products	13
28.2	-3.88	Legumes and Legume Products	13
14.0	-35.2	Legumes and Legume Products	13
27.4	-5.22	Legumes and Legume Products	13
2.18	-23.6	Legumes and Legume Products	13
27.4	-4.26	Legumes and Legume Products	13
28.8	-3.31	Legumes and Legume Products	13
67.8	0.709	Legumes and Legume Products	13
14.7	2.35	Legumes and Legume Products	13
36.1	-8.59	Legumes and Legume Products	13
27.8	-3.94	Legumes and Legume Products	13
27.7	-2.64	Legumes and Legume Products	13
27.1	-6.66	Legumes and Legume Products	13
-5.65	-26.5	Legumes and Legume Products	13
1.76	-22.7	Legumes and Legume Products	13
28.4	-2.39	Legumes and Legume Products	13
28.3	-3.7	Legumes and Legume Products	13
28.0	-5.03	Legumes and Legume Products	13
26.5	-7.67	Legumes and Legume Products	13
3.21	-23.3	Legumes and Legume Products	13
-3.99	25.2	Legumes and Legume Products	13
-9.64	-25.2	Legumes and Legume Products	13
3.43	-23.7	Legumes and Legume Products	13
-6.72	14.4	Legumes and Legume Products	13
14.3	-34.1	Legumes and Legume Products	13
-14.9	-14.0	Legumes and Legume Products	13
-10.1	17.3	Legumes and Legume Products	13
-5.68	13.8	Legumes and Legume Products	13
-28.5	-44.5	Legumes and Legume Products	13
-11.7	-62.0	Legumes and Legume Products	13
11.2	-4.22	Legumes and Legume Products	13
-28.5	-44.5	Legumes and Legume Products	13
14.8	2.63	Legumes and Legume Products	13
-5.68	13.8	Legumes and Legume Products	13
7.56	-0.582	Legumes and Legume Products	13
26.7	-8.95	Legumes and Legume Products	13
22.9	-7.21	Legumes and Legume Products	13
4.91	-24.7	Legumes and Legume Products	13
-13.5	-12.7	Legumes and Legume Products	13
-7.36	13.5	Legumes and Legume Products	13
3.8	-23.8	Legumes and Legume Products	13
-12.3	-15.1	Legumes and Legume Products	13
1.09	-21.6	Legumes and Legume Products	13
-4.49	-23.1	Legumes and Legume Products	13
26.5	-9.5	Legumes and Legume Products	13
29.7	-11.3	Legumes and Legume Products	13
27.9	-10.6	Legumes and Legume Products	13
34.3	-48.5	Legumes and Legume Products	13
29.4	-10.2	Legumes and Legume Products	13
21.1	-2.39	Legumes and Legume Products	13
28.7	-10.6	Legumes and Legume Products	13
-8.11	-70.1	Legumes and Legume Products	13
20.9	-35.2	Legumes and Legume Products	13
4.83	-21.6	Legumes and Legume Products	13
34.4	-48.0	Legumes and Legume Products	13
-7.08	14.0	Legumes and Legume Products	13
19.9	-35.3	Legumes and Legume Products	13
-1.55	-51.9	Legumes and Legume Products	13
14.3	19.3	Legumes and Legume Products	13
27.3	-4.01	Legumes and Legume Products	13
-6.72	9.91	Legumes and Legume Products	13
36.6	9.28	Legumes and Legume Products	13
-11.1	24.3	Legumes and Legume Products	13
29.0	-4.16	Legumes and Legume Products	13
20.5	-35.2	Legumes and Legume Products	13
19.5	-35.1	Legumes and Legume Products	13
-41.5	23.8	Legumes and Legume Products	13
33.2	-7.86	Legumes and Legume Products	13
-5.57	8.74	Legumes and Legume Products	13
-14.2	-12.9	Legumes and Legume Products	13
3.74	-23.7	Legumes and Legume Products	13
11.1	-2.12	Legumes and Legume Products	13
-6.59	8.46	Legumes and Legume Products	13
-6.86	9.13	Legumes and Legume Products	13
16.3	4.08	Lamb, Veal, and Game Products	12
-15.7	-26.5	Lamb, Veal, and Game Products	12
-23.7	-30.7	Lamb, Veal, and Game Products	12
18.8	-48.4	Lamb, Veal, and Game Products	12
-5.91	-45.4	Lamb, Veal, and Game Products	12
-73.3	1.32	Lamb, Veal, and Game Products	12
-71.0	1.74	Lamb, Veal, and Game Products	12
-1.8	-33.8	Lamb, Veal, and Game Products	12
-11.2	-30.7	Lamb, Veal, and Game Products	12
20.0	-48.6	Lamb, Veal, and Game Products	12
4.6	-37.9	Lamb, Veal, and Game Products	12
-9.3	-30.8	Lamb, Veal, and Game Products	12
-19.3	-34.8	Lamb, Veal, and Game Products	12
19.3	-48.7	Lamb, Veal, and Game Products	12
-3.7	-45.3	Lamb, Veal, and Game Products	12
-2.08	-34.0	Lamb, Veal, and Game Products	12
-11.1	-41.5	Lamb, Veal, and Game Products	12
19.5	-48.8	Lamb, Veal, and Game Products	12
-0.662	-47.0	Lamb, Veal, and Game Products	12
-16.3	-26.1	Lamb, Veal, and Game Products	12
