x	y	cat1	cat2
4.42	55.7	Fats and Oils	9
4.53	56.2	Fats and Oils	9
4.6	55.7	Fats and Oils	9
-93.8	9.21	Fats and Oils	9
3.3	56.1	Fats and Oils	9
3.46	55.6	Fats and Oils	9
4.53	56.2	Fats and Oils	9
10.7	55.3	Fats and Oils	9
3.89	56.1	Fats and Oils	9
6.19	55.8	Fats and Oils	9
-75.1	1.1	Fats and Oils	9
-73.1	-0.16	Fats and Oils	9
-57.6	-9.42	Fats and Oils	9
9.61	56.6	Fats and Oils	9
9.48	55.4	Fats and Oils	9
9.48	55.4	Fats and Oils	9
18.9	1.68	Fats and Oils	9
41.2	-5.97	Fats and Oils	9
33.1	-8.68	Fats and Oils	9
-32.5	-21.2	Fats and Oils	9
0.512	-37.7	Fats and Oils	9
8.53	-3.37	Fats and Oils	9
-94.9	13.0	Fats and Oils	9
-93.2	11.0	Fats and Oils	9
-94.8	11.1	Fats and Oils	9
-93.9	11.1	Fats and Oils	9
-94.9	8.37	Fats and Oils	9
-93.2	9.67	Fats and Oils	9
-93.2	9.67	Fats and Oils	9
-94.0	9.87	Fats and Oils	9
-93.2	9.67	Fats and Oils	9
-93.2	9.67	Fats and Oils	9
-93.2	9.67	Fats and Oils	9
-94.1	10.4	Fats and Oils	9
-73.2	-0.405	Fats and Oils	9
-93.4	8.74	Fats and Oils	9
-93.5	8.75	Fats and Oils	9
-94.0	8.81	Fats and Oils	9
-93.8	7.55	Fats and Oils	9
-94.0	8.81	Fats and Oils	9
-93.1	8.04	Fats and Oils	9
-92.8	8.88	Fats and Oils	9
-93.3	8.74	Fats and Oils	9
-93.2	9.67	Fats and Oils	9
3.69	57.1	Fats and Oils	9
-94.7	9.49	Fats and Oils	9
-94.7	9.49	Fats and Oils	9
-75.0	1.07	Fats and Oils	9
-94.0	9.87	Fats and Oils	9
-94.9	10.3	Fats and Oils	9
-72.4	-0.98	Fats and Oils	9
6.15	59.4	Fats and Oils	9
15.6	1.91	Fats and Oils	9
66.9	11.6	Fats and Oils	9
-72.5	-0.331	Fats and Oils	9
-94.0	11.6	Fats and Oils	9
-90.3	7.71	Fats and Oils	9
-72.8	-0.713	Fats and Oils	9
-75.5	1.13	Fats and Oils	9
-93.5	11.6	Fats and Oils	9
11.8	-3.87	Fats and Oils	9
6.17	59.2	Fats and Oils	9
15.4	0.731	Fats and Oils	9
-45.8	-14.5	Fats and Oils	9
6.25	58.9	Fats and Oils	9
3.3	56.1	Fats and Oils	9
3.46	55.6	Fats and Oils	9
4.42	55.7	Fats and Oils	9
4.53	56.2	Fats and Oils	9
4.5	56.2	Fats and Oils	9
3.3	56.1	Fats and Oils	9
4.39	56.2	Fats and Oils	9
-96.0	10.9	Fats and Oils	9
-96.1	10.1	Fats and Oils	9
-94.0	9.87	Fats and Oils	9
-92.7	9.92	Fats and Oils	9
-93.6	12.7	Fats and Oils	9
-58.9	-8.73	Fats and Oils	9
-41.9	-8.18	Fats and Oils	9
21.9	-0.447	Fats and Oils	9
17.7	-3.58	Fats and Oils	9
-92.5	6.84	Fats and Oils	9
-46.3	-14.0	Fats and Oils	9
7.18	-60.6	Poultry Products	17
0.502	40.5	Poultry Products	17
-0.471	38.9	Poultry Products	17
-0.124	40.9	Poultry Products	17
0.343	39.6	Poultry Products	17
0.982	39.4	Poultry Products	17
-0.881	-27.7	Poultry Products	17
-19.8	-26.2	Poultry Products	17
-17.2	-32.8	Poultry Products	17
-14.5	-33.8	Poultry Products	17
-1.37	-27.2	Poultry Products	17
24.9	-44.8	Poultry Products	17
-8.98	-41.1	Poultry Products	17
0.81	-42.8	Poultry Products	17
7.92	-33.5	Poultry Products	17
-30.8	-16.3	Poultry Products	17
-41.4	-3.33	Poultry Products	17
-54.1	-3.83	Poultry Products	17
-53.9	-4.75	Poultry Products	17
-27.9	-18.1	Poultry Products	17
4.48	62.9	Poultry Products	17
4.4	64.0	Poultry Products	17
5.21	61.1	Poultry Products	17
27.0	-42.7	Poultry Products	17
9.26	-41.1	Poultry Products	17
8.15	-43.3	Poultry Products	17
8.02	-43.3	Poultry Products	17
4.32	63.7	Poultry Products	17
4.27	64.4	Poultry Products	17
5.27	-31.9	Poultry Products	17
-19.4	-27.0	Poultry Products	17
-17.3	-43.0	Poultry Products	17
-13.2	-35.7	Poultry Products	17
0.91	-28.8	Poultry Products	17
-2.42	-26.6	Poultry Products	17
-20.3	-25.5	Poultry Products	17
-20.0	-27.8	Poultry Products	17
-15.0	-33.1	Poultry Products	17
-2.29	-26.6	Poultry Products	17
24.3	-47.1	Poultry Products	17
-5.82	-54.2	Poultry Products	17
3.39	-50.3	Poultry Products	17
10.9	-35.8	Poultry Products	17
25.5	-44.0	Poultry Products	17
-13.4	-34.3	Poultry Products	17
-3.53	-36.9	Poultry Products	17
2.36	-29.4	Poultry Products	17
-74.5	-0.481	Poultry Products	17
-20.8	-19.9	Poultry Products	17
-22.3	-20.6	Poultry Products	17
-25.0	-23.1	Poultry Products	17
-13.7	-19.0	Poultry Products	17
-13.7	-19.0	Poultry Products	17
15.7	-36.3	Poultry Products	17
-20.2	-27.8	Poultry Products	17
-10.1	-29.0	Poultry Products	17
0.485	-27.8	Poultry Products	17
8.73	-37.1	Poultry Products	17
-17.3	-32.4	Poultry Products	17
-12.8	-49.8	Poultry Products	17
-5.32	-49.1	Poultry Products	17
5.09	-31.6	Poultry Products	17
21.7	-55.2	Poultry Products	17
-4.89	-59.6	Poultry Products	17
3.29	-55.0	Poultry Products	17
11.7	-36.9	Poultry Products	17
10.5	-36.4	Poultry Products	17
-18.9	-26.4	Poultry Products	17
-13.9	-33.1	Poultry Products	17
0.619	-42.4	Poultry Products	17
0.855	-28.6	Poultry Products	17
24.7	-45.1	Poultry Products	17
0.104	-39.6	Poultry Products	17
11.6	-48.1	Poultry Products	17
9.16	-34.2	Poultry Products	17
-0.972	-28.5	Poultry Products	17
-19.1	-26.4	Poultry Products	17
-15.9	-32.8	Poultry Products	17
1.89	-44.3	Poultry Products	17
-1.22	-27.3	Poultry Products	17
24.5	-46.0	Poultry Products	17
-4.66	-39.7	Poultry Products	17
3.97	-47.8	Poultry Products	17
4.44	-30.9	Poultry Products	17
-20.5	-19.7	Poultry Products	17
-21.8	-20.2	Poultry Products	17
-21.9	-20.5	Poultry Products	17
-2.9	-26.1	Poultry Products	17
11.8	-29.9	Poultry Products	17
-2.18	-26.1	Poultry Products	17
5.55	-24.5	Poultry Products	17
-1.58	-28.5	Poultry Products	17
-19.3	-26.5	Poultry Products	17
-16.7	-32.7	Poultry Products	17
-16.1	-44.4	Poultry Products	17
-2.08	-26.8	Poultry Products	17
24.3	-46.6	Poultry Products	17
-9.52	-41.5	Poultry Products	17
-1.68	-56.3	Poultry Products	17
2.04	-29.6	Poultry Products	17
3.37	-28.3	Poultry Products	17
-22.1	-20.2	Poultry Products	17
-24.4	-22.7	Poultry Products	17
-11.5	-24.1	Poultry Products	17
-3.19	-26.1	Poultry Products	17
25.8	-43.4	Poultry Products	17
-3.68	-32.9	Poultry Products	17
-1.02	-32.1	Poultry Products	17
4.15	-29.7	Poultry Products	17
0.394	40.9	Poultry Products	17
0.356	39.6	Poultry Products	17
18.2	-67.5	Poultry Products	17
-7.04	-34.0	Poultry Products	17
24.5	-49.0	Poultry Products	17
7.08	-44.4	Poultry Products	17
4.46	63.2	Poultry Products	17
4.56	62.6	Poultry Products	17
22.5	-61.0	Poultry Products	17
7.39	-53.0	Poultry Products	17
24.5	-45.3	Poultry Products	17
6.58	-36.6	Poultry Products	17
-0.314	42.2	Poultry Products	17
0.99	39.6	Poultry Products	17
-15.2	-33.0	Poultry Products	17
-19.8	-28.1	Poultry Products	17
10.3	-53.1	Poultry Products	17
-13.5	-35.4	Poultry Products	17
4.41	63.5	Poultry Products	17
4.42	63.1	Poultry Products	17
15.3	-60.8	Poultry Products	17
-11.3	-49.7	Poultry Products	17
10.1	-43.6	Poultry Products	17
-15.6	-33.2	Poultry Products	17
0.146	41.3	Poultry Products	17
1.2	41.1	Poultry Products	17
-14.0	-33.9	Poultry Products	17
-16.1	-51.1	Poultry Products	17
4.38	64.8	Poultry Products	17
3.34	65.4	Poultry Products	17
-31.7	-18.2	Poultry Products	17
-24.8	-22.5	Poultry Products	17
17.3	-48.3	Poultry Products	17
-3.31	-42.5	Poultry Products	17
6.14	67.3	Poultry Products	17
-1.72	-29.4	Poultry Products	17
20.2	-47.9	Poultry Products	17
-32.8	-24.2	Poultry Products	17
-26.5	-45.2	Poultry Products	17
-0.284	-71.1	Poultry Products	17
-7.96	-68.9	Poultry Products	17
5.61	67.0	Poultry Products	17
10.2	-36.3	Poultry Products	17
25.1	-44.6	Poultry Products	17
2.91	-45.0	Poultry Products	17
7.98	-68.8	Poultry Products	17
10.3	-53.5	Poultry Products	17
9.04	-68.5	Poultry Products	17
4.03	-71.0	Poultry Products	17
12.0	-72.3	Poultry Products	17
18.4	-60.7	Poultry Products	17
-25.5	-43.7	Poultry Products	17
1.98	-71.4	Poultry Products	17
15.5	-60.7	Poultry Products	17
13.6	-43.0	Poultry Products	17
-5.23	-53.5	Poultry Products	17
24.5	-47.9	Poultry Products	17
5.76	-53.6	Poultry Products	17
-31.7	-16.9	Poultry Products	17
-34.8	-22.6	Poultry Products	17
3.34	65.4	Poultry Products	17
4.46	65.0	Poultry Products	17
27.8	-44.2	Poultry Products	17
8.95	-41.1	Poultry Products	17
6.83	-69.9	Poultry Products	17
5.17	-82.7	Poultry Products	17
5.25	66.8	Poultry Products	17
5.91	67.2	Poultry Products	17
26.2	-43.6	Poultry Products	17
18.8	-36.9	Poultry Products	17
11.1	-43.8	Poultry Products	17
-1.9	-56.8	Poultry Products	17
9.85	-36.9	Poultry Products	17
-6.2	-48.6	Poultry Products	17
24.3	-49.7	Poultry Products	17
9.54	-59.1	Poultry Products	17
25.3	-45.6	Poultry Products	17
3.87	-49.2	Poultry Products	17
-12.1	-36.3	Poultry Products	17
12.2	-43.3	Poultry Products	17
-2.02	-47.1	Poultry Products	17
14.0	-43.1	Poultry Products	17
-6.84	-42.6	Poultry Products	17
-0.438	-33.6	Poultry Products	17
-10.2	-39.5	Poultry Products	17
5.05	-47.1	Poultry Products	17
25.1	-45.6	Poultry Products	17
3.87	-49.2	Poultry Products	17
24.3	-49.7	Poultry Products	17
9.53	-59.1	Poultry Products	17
24.3	-49.7	Poultry Products	17
9.54	-59.1	Poultry Products	17
-55.4	-3.28	Poultry Products	17
11.6	-30.0	Poultry Products	17
5.27	57.4	Poultry Products	17
9.28	-35.4	Poultry Products	17
14.4	-61.6	Poultry Products	17
41.0	-2.06	Poultry Products	17
-27.6	-38.8	Poultry Products	17
19.3	-56.6	Poultry Products	17
10.8	-38.1	Poultry Products	17
25.0	-42.9	Poultry Products	17
2.01	-60.4	Poultry Products	17
-27.5	-38.8	Poultry Products	17
-12.8	12.4	Poultry Products	17
-5.08	15.6	Poultry Products	17
-8.17	19.0	Poultry Products	17
-4.3	14.7	Poultry Products	17
11.7	-45.0	Poultry Products	17
-11.7	-59.4	Poultry Products	17
0.915	-28.4	Poultry Products	17
-12.4	-23.8	Poultry Products	17
25.8	-44.0	Poultry Products	17
15.5	-35.9	Poultry Products	17
5.84	-30.6	Poultry Products	17
-7.45	-43.6	Poultry Products	17
-22.3	-47.7	Poultry Products	17
24.9	-49.2	Poultry Products	17
10.3	-0.755	Poultry Products	17
15.2	4.47	Poultry Products	17
9.76	-1.21	Poultry Products	17
13.3	1.32	Poultry Products	17
-2.73	-61.4	Poultry Products	17
-19.6	-46.7	Poultry Products	17
-24.1	-32.4	Poultry Products	17
-24.4	-34.2	Poultry Products	17
-19.0	-41.6	Poultry Products	17
15.9	-41.7	Poultry Products	17
-1.01	-53.9	Poultry Products	17
-4.63	-48.4	Poultry Products	17
-13.3	5.27	Poultry Products	17
10.4	-35.5	Poultry Products	17
15.0	-32.8	Poultry Products	17
14.7	-33.0	Poultry Products	17
-5.5	-63.6	Poultry Products	17
-13.0	-57.9	Poultry Products	17
11.5	-60.2	Poultry Products	17
-3.72	-61.8	Poultry Products	17
-34.0	-23.3	Poultry Products	17
-4.92	-48.5	Poultry Products	17
-6.13	-63.7	Poultry Products	17
-22.0	-46.8	Poultry Products	17
-4.15	-61.6	Poultry Products	17
-11.7	-59.1	Poultry Products	17
-16.3	-44.7	Poultry Products	17
-22.4	-46.9	Poultry Products	17
13.6	-69.1	Poultry Products	17
19.0	-36.4	Poultry Products	17
-33.5	-23.7	Poultry Products	17
-20.9	-43.5	Poultry Products	17
-2.77	-61.2	Poultry Products	17
-11.3	-59.1	Poultry Products	17
-16.1	-44.7	Poultry Products	17
-22.0	-46.9	Poultry Products	17
25.1	-57.3	Poultry Products	17
13.8	-71.2	Poultry Products	17
16.1	-57.2	Poultry Products	17
0.268	-65.4	Poultry Products	17
19.8	-63.3	Poultry Products	17
0.744	-65.7	Poultry Products	17
20.3	-62.9	Poultry Products	17
19.5	-63.2	Poultry Products	17
-2.47	-70.8	Poultry Products	17
20.2	-62.5	Poultry Products	17
-1.68	-70.6	Poultry Products	17
20.5	-62.6	Poultry Products	17
14.9	-56.5	Poultry Products	17
0.752	-65.9	Poultry Products	17
6.81	-47.2	Poultry Products	17
-1.09	-55.5	Poultry Products	17
21.0	-56.0	Poultry Products	17
20.0	-61.0	Poultry Products	17
5.03	-61.8	Poultry Products	17
17.6	-59.1	Poultry Products	17
0.113	-61.1	Poultry Products	17
19.7	-60.6	Poultry Products	17
19.0	-61.2	Poultry Products	17
1.06	-61.5	Poultry Products	17
20.1	-54.6	Poultry Products	17
0.371	-66.2	Poultry Products	17
21.0	-56.4	Poultry Products	17
18.4	-58.2	Poultry Products	17
21.3	-56.3	Poultry Products	17
4.34	-62.0	Poultry Products	17
20.7	-56.2	Poultry Products	17
1.43	-60.8	Poultry Products	17
4.29	64.7	Poultry Products	17
20.2	-62.1	Poultry Products	17
0.637	-68.8	Poultry Products	17
12.9	-67.6	Poultry Products	17
11.6	-44.7	Poultry Products	17
-12.0	-59.5	Poultry Products	17
-5.86	-48.9	Poultry Products	17
7.65	-37.3	Poultry Products	17
-22.2	-47.2	Poultry Products	17
-21.4	-46.5	Poultry Products	17
13.0	-43.3	Poultry Products	17
3.9	-46.9	Poultry Products	17
-54.3	-5.04	Poultry Products	17
-54.0	-5.47	Poultry Products	17
-54.3	-4.63	Poultry Products	17
3.7	-38.6	Poultry Products	17
-10.6	-34.9	Poultry Products	17
26.7	-41.8	Poultry Products	17
13.8	-48.6	Poultry Products	17
11.8	-37.8	Poultry Products	17
6.69	-48.3	Poultry Products	17
24.7	-45.4	Poultry Products	17
6.59	-48.0	Poultry Products	17
-31.3	-17.6	Poultry Products	17
-31.3	-16.7	Poultry Products	17
-32.9	-20.8	Poultry Products	17
5.82	-35.5	Poultry Products	17
13.1	-33.4	Poultry Products	17
2.77	-43.4	Poultry Products	17
-5.83	-36.0	Poultry Products	17
1.49	-29.2	Poultry Products	17
-7.66	-40.5	Poultry Products	17
-7.57	-43.8	Poultry Products	17
24.9	-47.5	Poultry Products	17
7.44	-49.6	Poultry Products	17
21.0	-64.0	Poultry Products	17
14.0	-66.9	Poultry Products	17
-31.3	-16.5	Poultry Products	17
-34.7	-22.6	Poultry Products	17
8.97	-37.0	Poultry Products	17
-5.37	-48.5	Poultry Products	17
10.6	-52.5	Poultry Products	17
1.81	-63.0	Poultry Products	17
22.4	-61.5	Poultry Products	17
10.1	-59.8	Poultry Products	17
11.2	-44.4	Poultry Products	17
-2.16	-57.5	Poultry Products	17
24.7	-46.4	Poultry Products	17
18.0	-55.7	Poultry Products	17
24.5	-46.9	Poultry Products	17
13.5	-66.7	Poultry Products	17
26.6	-41.8	Poultry Products	17
6.93	-39.3	Poultry Products	17
-31.3	-16.4	Poultry Products	17
-34.1	-22.9	Poultry Products	17
25.9	-43.8	Poultry Products	17
25.2	-45.3	Poultry Products	17
14.0	-66.9	Poultry Products	17
24.9	-47.5	Poultry Products	17
14.0	-66.9	Poultry Products	17
21.0	-64.0	Poultry Products	17
7.71	-47.8	Poultry Products	17
5.06	-45.4	Poultry Products	17
24.9	-47.5	Poultry Products	17
7.44	-49.6	Poultry Products	17
24.9	-47.5	Poultry Products	17
12.8	-38.5	Poultry Products	17
7.44	-49.6	Poultry Products	17
21.0	-64.0	Poultry Products	17
14.0	-66.9	Poultry Products	17
12.0	-39.0	Poultry Products	17
1.02	-62.6	Poultry Products	17
0.779	-28.5	Poultry Products	17
-13.1	-34.9	Poultry Products	17
15.1	-36.2	Poultry Products	17
-2.17	-43.6	Poultry Products	17
24.6	-49.9	Poultry Products	17
10.2	-59.3	Poultry Products	17
25.2	-45.7	Poultry Products	17
5.74	-50.0	Poultry Products	17
9.91	-36.7	Poultry Products	17
3.31	-40.3	Poultry Products	17
-0.46	-28.3	Poultry Products	17
-11.3	-59.3	Poultry Products	17
2.9	-60.6	Poultry Products	17
2.45	-64.2	Poultry Products	17
13.1	-56.7	Poultry Products	17
3.49	-62.3	Poultry Products	17
42.7	10.4	Soups, Sauces, and Gravies	21
35.3	1.73	Soups, Sauces, and Gravies	21
67.8	13.6	Soups, Sauces, and Gravies	21
30.5	-8.64	Soups, Sauces, and Gravies	21
28.5	-11.3	Soups, Sauces, and Gravies	21
28.8	37.6	Soups, Sauces, and Gravies	21
67.7	24.0	Soups, Sauces, and Gravies	21
47.3	8.9	Soups, Sauces, and Gravies	21
41.6	9.67	Soups, Sauces, and Gravies	21
31.5	37.5	Soups, Sauces, and Gravies	21
42.2	8.32	Soups, Sauces, and Gravies	21
47.9	14.1	Soups, Sauces, and Gravies	21
66.3	0.969	Soups, Sauces, and Gravies	21
42.5	8.47	Soups, Sauces, and Gravies	21
42.4	9.74	Soups, Sauces, and Gravies	21
55.9	14.4	Soups, Sauces, and Gravies	21
36.1	39.3	Soups, Sauces, and Gravies	21
52.4	16.1	Soups, Sauces, and Gravies	21
29.0	43.8	Soups, Sauces, and Gravies	21
40.6	9.4	Soups, Sauces, and Gravies	21
37.3	38.8	Soups, Sauces, and Gravies	21
29.8	43.1	Soups, Sauces, and Gravies	21
30.8	-6.74	Soups, Sauces, and Gravies	21
33.1	38.5	Soups, Sauces, and Gravies	21
35.4	37.2	Soups, Sauces, and Gravies	21
54.7	17.0	Soups, Sauces, and Gravies	21
22.0	-67.7	Soups, Sauces, and Gravies	21
64.3	23.7	Soups, Sauces, and Gravies	21
51.2	20.6	Soups, Sauces, and Gravies	21
39.7	38.9	Soups, Sauces, and Gravies	21
41.5	-0.973	Soups, Sauces, and Gravies	21
48.7	4.21	Soups, Sauces, and Gravies	21
29.9	40.9	Soups, Sauces, and Gravies	21
29.2	39.6	Soups, Sauces, and Gravies	21
65.3	8.42	Soups, Sauces, and Gravies	21
45.2	7.68	Soups, Sauces, and Gravies	21
57.5	-1.83	Soups, Sauces, and Gravies	21
47.9	8.03	Soups, Sauces, and Gravies	21
56.4	13.6	Soups, Sauces, and Gravies	21
42.0	9.68	Soups, Sauces, and Gravies	21
65.3	8.43	Soups, Sauces, and Gravies	21
50.1	13.3	Soups, Sauces, and Gravies	21
28.4	-6.41	Soups, Sauces, and Gravies	21
29.0	41.6	Soups, Sauces, and Gravies	21
16.8	-38.0	Soups, Sauces, and Gravies	21
42.3	9.61	Soups, Sauces, and Gravies	21
43.1	8.07	Soups, Sauces, and Gravies	21
65.3	8.46	Soups, Sauces, and Gravies	21
30.3	41.8	Soups, Sauces, and Gravies	21
43.0	9.75	Soups, Sauces, and Gravies	21
68.9	21.1	Soups, Sauces, and Gravies	21
68.5	7.94	Soups, Sauces, and Gravies	21
29.3	0.986	Soups, Sauces, and Gravies	21
50.6	12.7	Soups, Sauces, and Gravies	21
50.0	-1.17	Soups, Sauces, and Gravies	21
27.2	44.5	Soups, Sauces, and Gravies	21
36.5	39.1	Soups, Sauces, and Gravies	21
27.9	44.5	Soups, Sauces, and Gravies	21
34.3	37.3	Soups, Sauces, and Gravies	21
27.4	44.9	Soups, Sauces, and Gravies	21
31.2	41.4	Soups, Sauces, and Gravies	21
-7.25	-71.9	Soups, Sauces, and Gravies	21
-2.95	-51.6	Soups, Sauces, and Gravies	21
-10.5	18.8	Soups, Sauces, and Gravies	21
-9.38	20.8	Soups, Sauces, and Gravies	21
63.4	-1.77	Soups, Sauces, and Gravies	21
66.0	4.1	Soups, Sauces, and Gravies	21
69.5	22.0	Soups, Sauces, and Gravies	21
-12.7	17.1	Soups, Sauces, and Gravies	21
69.0	21.1	Soups, Sauces, and Gravies	21
4.3	53.1	Soups, Sauces, and Gravies	21
27.3	-36.9	Soups, Sauces, and Gravies	21
63.8	23.4	Soups, Sauces, and Gravies	21
-18.8	12.7	Soups, Sauces, and Gravies	21
51.5	12.3	Soups, Sauces, and Gravies	21
20.9	3.59	Soups, Sauces, and Gravies	21
-42.5	13.1	Soups, Sauces, and Gravies	21
48.1	5.49	Soups, Sauces, and Gravies	21
-44.4	14.0	Soups, Sauces, and Gravies	21
58.9	13.9	Soups, Sauces, and Gravies	21
-17.8	21.8	Soups, Sauces, and Gravies	21
-18.1	22.5	Soups, Sauces, and Gravies	21
-42.3	12.8	Soups, Sauces, and Gravies	21
51.7	12.4	Soups, Sauces, and Gravies	21
-43.6	14.3	Soups, Sauces, and Gravies	21
-42.1	13.3	Soups, Sauces, and Gravies	21
-39.0	8.77	Soups, Sauces, and Gravies	21
-9.88	-20.2	Soups, Sauces, and Gravies	21
54.4	15.4	Soups, Sauces, and Gravies	21
65.4	8.4	Soups, Sauces, and Gravies	21
63.3	-1.71	Soups, Sauces, and Gravies	21
50.3	10.4	Soups, Sauces, and Gravies	21
53.7	-3.27	Soups, Sauces, and Gravies	21
16.5	-2.6	Soups, Sauces, and Gravies	21
14.3	-1.66	Soups, Sauces, and Gravies	21
36.5	11.8	Soups, Sauces, and Gravies	21
30.4	3.64	Soups, Sauces, and Gravies	21
48.8	7.21	Soups, Sauces, and Gravies	21
48.5	22.6	Soups, Sauces, and Gravies	21
10.7	24.8	Soups, Sauces, and Gravies	21
5.96	31.4	Soups, Sauces, and Gravies	21
3.92	33.0	Soups, Sauces, and Gravies	21
53.0	37.5	Soups, Sauces, and Gravies	21
34.3	42.8	Soups, Sauces, and Gravies	21
63.6	23.7	Soups, Sauces, and Gravies	21
61.1	18.5	Soups, Sauces, and Gravies	21
47.9	14.5	Soups, Sauces, and Gravies	21
8.89	-6.04	Soups, Sauces, and Gravies	21
50.4	16.7	Soups, Sauces, and Gravies	21
37.1	36.7	Soups, Sauces, and Gravies	21
38.6	36.3	Soups, Sauces, and Gravies	21
42.7	23.2	Soups, Sauces, and Gravies	21
59.0	14.8	Soups, Sauces, and Gravies	21
45.6	8.98	Soups, Sauces, and Gravies	21
66.5	24.0	Soups, Sauces, and Gravies	21
27.3	-36.9	Soups, Sauces, and Gravies	21
42.5	11.7	Soups, Sauces, and Gravies	21
40.0	6.16	Soups, Sauces, and Gravies	21
39.6	5.21	Soups, Sauces, and Gravies	21
69.4	23.4	Soups, Sauces, and Gravies	21
51.3	12.5	Soups, Sauces, and Gravies	21
34.2	12.9	Soups, Sauces, and Gravies	21
54.0	13.8	Soups, Sauces, and Gravies	21
67.5	6.19	Soups, Sauces, and Gravies	21
34.7	11.8	Soups, Sauces, and Gravies	21
8.63	31.4	Soups, Sauces, and Gravies	21
50.7	12.6	Soups, Sauces, and Gravies	21
60.8	0.858	Soups, Sauces, and Gravies	21
60.5	-3.63	Soups, Sauces, and Gravies	21
68.1	3.8	Soups, Sauces, and Gravies	21
34.3	11.3	Soups, Sauces, and Gravies	21
30.3	41.2	Soups, Sauces, and Gravies	21
67.5	6.27	Soups, Sauces, and Gravies	21
52.6	12.1	Soups, Sauces, and Gravies	21
64.2	2.28	Soups, Sauces, and Gravies	21
63.6	-1.28	Soups, Sauces, and Gravies	21
56.3	-4.97	Soups, Sauces, and Gravies	21
65.6	4.52	Soups, Sauces, and Gravies	21
66.5	5.93	Soups, Sauces, and Gravies	21
65.9	0.66	Soups, Sauces, and Gravies	21
63.8	1.62	Soups, Sauces, and Gravies	21
63.1	0.825	Soups, Sauces, and Gravies	21
65.7	4.5	Soups, Sauces, and Gravies	21
34.9	-52.6	Soups, Sauces, and Gravies	21
55.0	-5.5	Soups, Sauces, and Gravies	21
63.8	1.7	Soups, Sauces, and Gravies	21
66.6	1.78	Soups, Sauces, and Gravies	21
67.6	1.45	Soups, Sauces, and Gravies	21
64.3	2.23	Soups, Sauces, and Gravies	21
66.2	1.36	Soups, Sauces, and Gravies	21
66.6	5.5	Soups, Sauces, and Gravies	21
65.3	3.77	Soups, Sauces, and Gravies	21
61.6	0.0659	Soups, Sauces, and Gravies	21
65.5	6.38	Soups, Sauces, and Gravies	21
62.1	-1.81	Soups, Sauces, and Gravies	21
34.2	13.2	Soups, Sauces, and Gravies	21
67.8	10.4	Soups, Sauces, and Gravies	21
67.3	5.73	Soups, Sauces, and Gravies	21
34.0	12.4	Soups, Sauces, and Gravies	21
34.6	12.9	Soups, Sauces, and Gravies	21
32.8	9.08	Soups, Sauces, and Gravies	21
66.4	0.906	Soups, Sauces, and Gravies	21
69.3	9.62	Soups, Sauces, and Gravies	21
66.2	7.36	Soups, Sauces, and Gravies	21
35.0	11.7	Soups, Sauces, and Gravies	21
30.5	31.8	Soups, Sauces, and Gravies	21
11.8	26.8	Soups, Sauces, and Gravies	21
48.5	4.84	Soups, Sauces, and Gravies	21
16.6	-2.3	Soups, Sauces, and Gravies	21
38.2	9.87	Soups, Sauces, and Gravies	21
67.5	13.6	Soups, Sauces, and Gravies	21
60.5	-3.49	Soups, Sauces, and Gravies	21
68.3	11.3	Soups, Sauces, and Gravies	21
69.6	10.4	Soups, Sauces, and Gravies	21
68.2	7.04	Soups, Sauces, and Gravies	21
67.5	18.3	Soups, Sauces, and Gravies	21
62.9	-2.78	Soups, Sauces, and Gravies	21
18.1	4.51	Soups, Sauces, and Gravies	21
67.5	18.3	Soups, Sauces, and Gravies	21
62.9	-2.78	Soups, Sauces, and Gravies	21
67.4	15.3	Soups, Sauces, and Gravies	21
67.6	15.7	Soups, Sauces, and Gravies	21
67.4	12.9	Soups, Sauces, and Gravies	21
64.3	-2.28	Soups, Sauces, and Gravies	21
67.4	12.9	Soups, Sauces, and Gravies	21
67.8	15.3	Soups, Sauces, and Gravies	21
67.7	15.1	Soups, Sauces, and Gravies	21
67.9	12.9	Soups, Sauces, and Gravies	21
67.8	15.2	Soups, Sauces, and Gravies	21
67.6	12.6	Soups, Sauces, and Gravies	21
67.5	12.9	Soups, Sauces, and Gravies	21
63.9	0.979	Soups, Sauces, and Gravies	21
64.0	0.757	Soups, Sauces, and Gravies	21
54.2	-3.1	Soups, Sauces, and Gravies	21
64.5	-1.82	Soups, Sauces, and Gravies	21
58.0	-2.13	Soups, Sauces, and Gravies	21
67.5	6.18	Soups, Sauces, and Gravies	21
61.5	-2.67	Soups, Sauces, and Gravies	21
46.2	6.39	Soups, Sauces, and Gravies	21
61.7	-2.9	Soups, Sauces, and Gravies	21
58.1	-4.45	Soups, Sauces, and Gravies	21
67.5	6.11	Soups, Sauces, and Gravies	21
60.3	-2.2	Soups, Sauces, and Gravies	21
59.8	-1.22	Soups, Sauces, and Gravies	21
29.2	15.1	Soups, Sauces, and Gravies	21
69.9	10.3	Soups, Sauces, and Gravies	21
64.4	-1.71	Soups, Sauces, and Gravies	21
64.7	-1.35	Soups, Sauces, and Gravies	21
33.6	12.4	Soups, Sauces, and Gravies	21
30.4	31.4	Soups, Sauces, and Gravies	21
17.5	2.16	Soups, Sauces, and Gravies	21
49.9	12.5	Soups, Sauces, and Gravies	21
68.6	7.78	Soups, Sauces, and Gravies	21
63.4	-1.82	Soups, Sauces, and Gravies	21
