x	y
24.4	-37.4
-41.3	27.2
33.7	-9.97
-31.3	18.1
27	-18.8
28	-18.8
-45.4	19.9
-46.4	21.2
-46	21.4
-33.2	18.5
-45.4	20.9
27.2	-18.5
-31.5	15.3
-42	38.1
-41.6	37.4
-41.3	37.4
46.7	6.18
27.1	-17.4
-27.3	15.5
22.9	-5.01
-44.1	18.6
25.4	-5.37
-42.5	3.21
22.9	-5.01
-44.8	-4.44
-44.9	-3.73
24.3	-1.2
-43.1	1.04
25.9	-1.88
-45.3	-4.56
23.7	-0.97
-45.2	-5.24
23.3	-0.764
-43	-2.02
-44.4	-3.89
-42.5	3.21
25.4	-5.37
22.9	-5
-44.8	-4.4
27.2	-18.9
24.3	-1.2
-31.6	14.4
-31.3	18.1
-32.1	13.8
-44.3	-4.94
-31.9	13.7
-44.4	-3.96
-31.9	13.7
-31.5	13.5
-44.2	-3.65
-31.5	13.5
-31.4	13.6
-44.2	-3.31
-31.3	13.6
-44.2	-2.98
-46.1	22.4
-45.9	22
-45.5	24.1
-45.4	-5.54
-14.6	15.5
-16.4	13.8
-13.8	11.8
-32.1	5.44
-0.836	36.4
-31.6	6.2
-41.1	31.2
-40.8	18.9
-15.4	21.8
-14.9	14.6
-14.7	14.4
-1.07	36.8
2	40.5
-19.6	12.7
-18.4	18.8
-17.1	16.6
-17.3	15.4
-12	2.97
-30.8	11.8
-17.1	-13.7
-45	0.531
4.98	20.2
-34.4	11.1
-48.1	1.61
2.9	20
3.42	20.4
5.48	19.6
-20.1	-26.5
-21	-27.1
32.4	-2.9
-32.7	-23.2
-24.1	35.4
-8.62	-30.6
-14	-20
40.7	37.3
33.6	32.2
39.8	4.48
27.9	38.8
39.9	4.62
37.6	-10.1
-18.4	-32.2
-21.1	-26.8
13.1	-10.8
-15.4	9.59
-14.2	2.4
-13	8.73
-11.9	6.98
-11.9	5.64
-15.2	2.34
-14.4	2.44
-11.9	5.12
-43.1	-12.8
-15	2.14
-13.2	6.6
-14.5	2.21
-13	6.6
-3.11	20
6.11	19.2
-12	7.04
9.66	16.6
-31.1	-28.1
-3.01	-23.7
-8.14	14
10.3	16.7
8.63	32.8
5.96	19.3
9.81	18.2
-12.8	7.27
7	29.9
-17.2	13.3
-14.3	11.8
-16.2	6.62
-12.2	18
-15.4	7.7
-16.5	14.5
-17	5.74
-17	13.4
-11.2	16.7
-6.18	9.96
-11.5	15.8
-11.5	11.2
-12.3	18
-18.5	3.15
-16.4	16.8
-17.2	2.94
-16.4	8.94
-19.5	4.81
-16.1	7.42
-16.9	3.56
-10.1	11.8
-17.8	2.87
-19	3.25
-16.4	2.73
-17.3	2.28
-16.9	-27.1
-11.9	5.06
-16	17
-16.6	2.6
-19.2	1.98
-16.5	3.94
-17.4	10.3
-0.629	11.2
-14.2	7.89
18.7	-1.26
34.3	-1.56
-38.4	29.1
-40.9	1.99
4.82	30.7
6.47	20.7
6.1	29.9
7.62	20.8
28.2	5.26
-20.6	-13.7
30.7	4.12
29.7	1.51
4.74	18.6
-43.2	30.8
-17.5	-53.4
-19.6	-14.6
-12.2	23.6
-11.6	24
-12.5	24.3
-12.3	24.2
-10.8	19.3
-15.4	6.2
4.37	21.5
-6.78	18.2
-6.29	11.6
-16.9	15.7
-15.6	18.2
-16.5	15
-17.7	15.3
-8.59	10.6
-26.9	-45.5
-16.6	5.7
-10.3	11.1
-9.12	18
-7.81	10.3
-9.75	17.1
-8.59	11.3
-20.2	-14.2
3.24	-22
-6.8	10
-13.5	-13.8
-9.01	11
-12	-14.4
-3.64	-31.5
7.06	-35.7
-27.3	-45.1
-19.1	-14.5
8.12	22.2
-18.2	-14.3
-18.4	5.68
-10.4	11.2
-15.7	2.68
-16.4	5.11
-16.7	2.65
-16	5.76
-26.9	-46.2
-13.8	-14.1
-18.3	3.03
-8.14	13.9
-13.7	9.41
-3.03	12.7
-13.6	9.62
-13.7	9.4
-11.9	6.98
-12.3	8.62
-11.6	7.97
-31.1	-28.1
-3.07	-23.7
-10.8	7.4
-13.9	21.6
-14	21.4
-15.9	25.1
-12.7	19.5
-12.6	18.7
-9.66	16.5
-12.5	19.8
-11.3	18.2
-15.6	23.7
-11.2	17.3
-11.6	17.5
-9.15	16
-18	15.5
-17.8	15
-15.7	10
-14.3	22.1
-13.9	21.9
-13.7	21.3
-11.9	19.8
-13.7	21.6
-13.7	20.8
-25.1	35.6
-20.2	15.6
-20.2	15.1
-20	21.1
-20.3	14.5
-20.2	14.1
-15.8	11.8
-18.5	16
-18.8	15.6
-19.8	21
-18.4	15.1
-18.6	14.9
-16.1	12.9
-31.8	5.76
-40.4	18.7
-16.2	13.3
-26.8	-45.6
16.8	-3.25
-58.4	-8.59
17.5	-6.58
19.2	-0.812
15.5	-3.44
17.5	-3.5
-17.1	-13.9
-21.3	-51.8
-47.8	-14.8
4.34	0.601
-28.6	-45.3
-10.5	24.3
4.43	19.7
5.14	30.6
3.78	31.2
3.54	30.6
-55.2	32.5
4.13	19.8
4.39	19.7
-13.3	20.4
-25.6	-43.6
-17.3	-7.9
-10.7	18.2
-9.63	13.2
11.9	-3.6
-23.8	-12.3
58.8	-0.38
-23.8	-12.4
-7.87	11.5
-9.73	11.8
-8.39	12.2
-10.3	19.8
-16.9	20.9
-10.6	18.1
-10.5	24.4
-50.7	18.2
-26.8	-44
-27.8	-35.6
-10.7	12.5
-21.4	-2.42
67.6	0.77
21	3.92
36	11.9
65.5	32.2
16	18.6
16	18.6
-8.2	11.6
-1.02	37
-40.7	1.75
-15.1	22.4
-43	-6.89
-20	-15
-43.7	1.36
-16.8	2.82
-15.5	3
-15.3	6.73
-16.5	14.5
-10	13.2
-16.9	4.99
-12.9	19.4
-16	5.3
-14.2	11
-26	-46.8
0.892	-38.4
-3.72	-23.3
5.08	0.77
4.73	0.495
11.3	-2.2
7.06	-3.09
-16.2	13.4
-15.6	13.7
4.39	20.2
4.81	20.1
-50.8	18.8
18.8	-1.62
-25.6	-46.7
-25.4	-47.4
-43.3	31.3
20.2	-0.0571
-26.7	-46.8
-28.5	-45.1
-49.7	17.8
3.16	-63.6
1.76	-53.3
3.53	-48.6
-13.7	-57.1
-54.8	-4.42
2.63	-63.4
2.21	-53.5
1.3	-53.1
-16.5	-46.7
-16.7	-45.7
-16.6	-42.6
-23.6	-41.9
-25.5	-42
-22.4	-38.1
-22.1	-35.2
-26	-28.6
-29.3	-26.6
6.54	-53.1
5.01	-48.3
-54.7	-5.33
0.827	-43.7
-6.7	-41.7
-19.3	-33.1
-22.4	-27.7
-23.8	-23.6
-23.9	-23.6
-7.3	15.7
-9.74	15.1
11.7	18.1
5.59	-60.8
3.93	-48.8
3.37	-47.5
-14.4	-55.4
-43.7	12
-18.8	-50.4
-18	-32.3
-24.3	-39.6
-25.1	-39.7
-15.2	25.6
-13	21
-14.2	23
-14.3	22.5
-12.3	19.5
-13.7	20.8
-11.6	18.7
-11.6	19.1
-18.5	14.8
-19	17.7
-18.3	14.8
-19.1	17.8
-14.4	9.48
-3.03	12.7
-16.6	24.6
-11.3	7.86
-15.6	21.4
-15.7	22.3
-15.6	22.4
-11.2	17.1
-11.5	17.8
-15.4	21.2
-11.6	17.4
-11.4	16.6
-7.25	18.2
-7.31	18.3
-7.56	18.4
-9.21	16.8
-7.43	18.2
-18.6	17.1
-10.4	14
-10.5	12.3
-18.3	-30.1
-40.9	1.89
-9.91	3.79
-18.2	17.8
-14	22.3
-6.16	9.21
-5.7	8.82
-7.78	9.65
5.98	-25.6
27.4	-2.62
12	-52.5
12.2	-53.3
-8.24	-70
-5.43	9.19
-5.97	-25.4
38.9	7.81
37.2	2.44
34.1	0.0577
36.1	5.52
14	0.198
15.3	-8.01
-16.9	14.5
-16.2	11.1
38.5	7.45
30.3	0.851
-19	14.6
-11.9	17.5
32.6	-5.55
29.8	0.595
14.5	-8.11
21.3	-5.6
9.51	18.8
29.5	-4.77
31.4	1.16
38	4.76
26.6	16.1
9.68	19.2
-15.5	1.99
-20.5	6.9
28.2	-8.9
-23.6	6.48
57.3	-4.3
61.2	-0.605
57	6.98
34.8	10.9
32.5	18.5
27.9	18.8
56.9	-4.49
33.4	9.63
33.7	9.9
29.4	15
12.5	-1.41
17.1	1.91
10.1	-3.14
12.8	-1.52
12.2	-1.84
13.6	-0.962
13.2	-1.31
13	-1.2
63.7	-2.69
58.4	-4.23
-0.796	44.7
-12.6	4.79
-13.5	3.05
6.04	22.3
30.3	-6.73
30	-6.33
-34	20.7
-19.3	6.81
-19.3	15.6
-19.4	16.2
-10.6	19.9
46.6	6.17
37.2	-8.16
33	-3.8
6.57	20.8
21.8	-4.39
7.77	-35.3
-15.8	12.4
-15.6	-30.1
-22.4	-39.5
11.2	17.7
9.27	19.1
-13.9	-38.6
10.2	54.9
27.9	-0.655
29.1	10.7
53.6	-3.38
20.5	50.4
36.9	-10.4
13.5	35.5
12.5	54.7
30.5	37.9
-53	-13.2
27.8	-0.914
55.3	-4.45
27.9	-1.51
31.7	-6.29
32.7	-7.27
29.2	11.1
31.7	-6.3
8.37	18.3
23.9	47.8
-44.3	-3.09
23.7	-2.16
17.1	-60.8
-6.44	-35.5
-22.9	-35.6
-3	-36
-21	-38.4
-7.05	-33.4
-23.8	-33.1
-6.74	-35.7
-23.8	-35.7
16.5	-56.5
-1.13	-58.4
18.2	-57.8
0.799	-60.3
15	-49.3
-2.8	-56
15	-56.5
14.6	-55.5
-3.07	-55.6
15.3	-56.9
-1.5	-60.1
4.76	-39
-12.1	-42.3
6.74	-47
-10.9	-45.5
13.8	-55.4
-5	-57.2
15.7	-56.4
0.603	-60.1
13.6	-55
-6.23	-56.5
17.6	-57.3
0.178	-59.1
15.2	-49
-1.89	-55.9
17.5	-57
-0.131	-59.2
15	-56
-3.27	-56.6
5.25	-39.9
-11.5	-43.1
14.7	-55.9
-1.68	-58.9
14.7	-55.4
-3.26	-56.8
-0.551	-56
4.95	-41
11.1	-41.2
5.79	-41
-13.1	-42.1
-11.4	-44.6
-12.2	-42.8
12.7	-47.6
15.8	-47.5
13.9	-47.7
-11.2	-50.7
-7.86	-53.1
-9.96	-52.1
9.42	-47.8
14.9	-50.7
12.4	-48.3
-8.04	-54.5
-5.86	-56
-7.29	-55.1
-7.25	-56
-3.97	-58
-5.84	-56.8
17.6	-60.4
20.4	-56.8
18.6	-59.6
-6.13	-54.6
-4.97	-56.6
-6.83	-53.1
19.1	-56.4
19.7	-55.7
18.7	-57
-11.4	-44.1
-9.79	-43.3
-10.9	-43.8
-22.4	-28.7
-4.15	-34.7
-10.6	-31.7
0.804	-39.6
-2.18	-36.3
2.27	-40.8
-12.1	-42.5
-13.9	-42.1
-8.77	-41.8
4.38	-39.6
2.94	-38.9
5.51	-40.5
16.8	-60.6
17.5	-60.9
-10.2	-34.4
-10.9	-34.3
-9.4	-34.7
-21.4	-30.8
-22.2	-30.5
-14.6	-31.1
-13.3	-49.4
-13.9	-49.1
-10	-52.5
18.1	-58.9
17.1	-59.9
19.8	-56.7
-23.3	-27.2
-24.8	-25.3
-22.3	-29.8
-9.11	-29.4
-9.8	-29.4
-8.04	-29.3
-8.95	-53.4
-9.5	-52.9
-8.08	-53.6
-22.7	-28.2
-23.1	-27.3
-22.2	-30.1
-2.29	-35.4
-2.96	-35.4
-0.318	-34.8
-22	-32.9
-22.6	-32.2
-20.5	-34.2
-7.54	-33.6
-8.08	-33.3
-9.51	-32.2
-5.12	-33.3
-4.95	-33.9
3.34	-37.5
10.3	-34.7
9.4	-34.7
11.5	-34.8
11.2	-35.4
10.8	-35
11.8	-36.2
-7.96	-36.1
-9.18	-35.1
-6.19	-37.2
-5.19	-34.3
-9.51	-32.7
-4.05	-35.4
-10.1	-32.1
10.6	-34.7
-10.9	-31.7
9.9	-34.4
-5.63	-34
11.6	-35.4
-22.5	-31.4
0.406	-30.4
-23.1	-30.3
-0.0616	-30.2
-20.6	-35
0.787	-31
-4.08	-34.7
11.4	-35.6
-4.74	-34
10.7	-35
3.44	-37.5
12.1	-36.3
-24.3	-29.8
-9.03	-24.4
-25	-29.2
-10.7	-24.3
-23	-31.4
-7.33	-24.5
-23	-23.6
-22.2	-23.9
-22.7	-23.8
-22.1	-23.5
-20	-23.8
-21.3	-23.7
-10.3	-23.1
-10.8	-23.1
-9.65	-23
-21.6	-23.5
-18	-25.7
-20.2	-24.2
-20.4	-24.4
-21.6	-23.8
-18.2	-25.6
-9.33	-23.5
-10	-23.1
-8.13	-24.2
-11.2	-31.7
-11.8	-31.5
-10.1	-32.4
3.53	-30.3
1.5	-30.3
9.54	-34.2
-15.3	-43.6
-23.1	-30.1
-23.6	-29.3
-22.6	-32
-8.28	-24.5
-8.77	-24.1
-7.22	-25.4
-17.7	-26.2
-19.2	-24.9
-11.5	-31.7
-7.97	-24.2
-9.02	-23.6
0.413	-30.1
-28.9	-22.4
-29.6	-21.8
-27.8	-23.5
-23.7	-18.7
-24.4	-18.9
-22.3	-18.2
-1.29	-60.1
17.1	-58.1
-3.93	-56.3
-5.78	-55.6
-2.53	-59.1
16.8	-57.7
15.5	-51.4
18.2	-56.9
-6.99	-55.1
-8.92	-53.8
-4.24	-60.6
-7.1	-54.6
-9.31	-53.2
-3.56	-59.7
8.29	-59.5
8.4	-57.6
16.7	-57.9
-1.2	-61.6
-1.61	-61.3
-0.222	-64.2
-0.674	-60
-0.247	-65.1
17.7	-58.5
18.9	-58.7
16.8	-59.1
16.2	-58.7
17.7	-61
-18.1	-43.3
-19.1	-42.2
-13	-45.7
1.7	-47.8
1.01	-47.4
3.61	-53.2
-7.77	-63.1
-8.59	-63.1
-4.73	-57.9
-2.04	-61.1
-4.8	-56.3
0.513	-59.1
-17.8	-45.1
-17.6	-46.3
-18.2	-43
0.982	-41.3
0.158	-40.9
2.09	-47.5
-17.8	-46.7
-18.9	-44.5
-13.8	-50.9
-14.8	-49.7
-17.8	-46.6
-12.4	-51.8
0.953	-47.5
-4.9	-47
3.48	-53.5
8.88	-1.89
16.5	3.7
10.9	-0.489
-69.6	-5.79
-72.2	-1.52
-72.7	-0.932
-72.7	-0.958
-73.6	-0.198
-73.3	-0.494
15.8	2.88
16.6	4.2
10.3	-1.38
10.9	-0.578
15.4	2.52
16.8	4.24
16.6	4.39
8.71	-1.92
9.49	-1.77
-46.1	-15.2
8.89	-1.82
-46	-15.2
16.8	4.48
9.81	-1.74
16.4	3.57
16.7	4.37
6.58	-1.67
-47	-13.3
-45.9	-15.5
-56.8	-9.76
8.23	-2.01
21	-58
20.3	-58.1
21.6	-58.3
20.8	-58
20.3	-57.9
21.4	-58.1
20.7	-58.7
20.3	-58.2
21.4	-59
20.9	-58.2
20.3	-58.2
21.4	-59
12.8	-50.9
12.3	-50.3
13.5	-52.4
9.32	-47.3
6.52	-45.3
12.6	-49.7
13.1	-51.2
12.7	-50.6
13.6	-52.5
-3.47	-62.3
-5.42	-61.7
-2.51	-63
-0.473	-66.8
-0.762	-66.7
-0.22	-66.8
-0.707	-68.3
-1.05	-68.2
-0.307	-68.4
21.4	-58.4
20.8	-58.6
21.9	-58.7
21.4	-58.4
20.8	-58.6
21.9	-58.7
21.1	-59.1
20.6	-58.7
21.8	-59.2
21.1	-59.1
20.6	-58.7
21.8	-59.2
14	-52.3
13.6	-51.6
19.2	-57.9
13.6	-50.8
12.8	-50.1
14.6	-52.1
14	-52.3
13.6	-51.6
19.2	-57.9
-2.66	-62.5
-3.44	-62.2
-1.52	-63.7
-0.666	-66.9
-0.294	-67.1
0.186	-67.2
-0.483	-68.5
-0.726	-68.5
-0.11	-68.7
14.6	-52.1
12.8	-50.1
13.6	-50.8
1.1	-40.6
-2.11	-37.5
-23.2	-35.9
-18.1	-43.7
-20.7	-38.9
-10.2	-51.5
-4.38	-56.8
-7.7	-53.6
-2.65	-37
2.43	-32.3
20.3	-44.9
-11.3	-22
2.69	-31
1.52	-32.3
21	-45.1
20.6	-44
1.68	-31.5
-14.7	-40.4
14	-39.5
6.46	-55.6
21.7	-45.7
2.61	-30.3
15.9	-41
-7.13	-27.7
14.6	-40
-2.94	-64.1
24.5	-51.9
9.1	-33.4
22.8	-44.7
20.3	-45.5
-70.7	0.662
-72	0.635
6.06	-74.4
0.365	-54.3
8.13	-73.6
7.38	67.6
7.67	67.6
15.4	-33
22	-44.8
2.49	-30.6
13.4	-37.2
-2.55	-40.7
15.5	-41.7
-7.66	-60.7
-8.14	-45.9
15.1	-40.4
-74.9	1.7
-74	1.1
-28.7	-46.6
-28.3	-46.6
-8.08	-60.9
4.12	-32.3
17.3	-45.5
-14.9	-24.5
-10.4	-25.7
6.02	24.3
15.9	21.4
-7.3	-27.6
13.8	-40.5
-56.1	-6.09
-24.8	-18.5
-11.3	-26.3
13.6	-40.1
-11.2	-25.6
3.83	-33.3
-24.7	-32.6
-7.31	-28.1
6.42	-55.5
20.4	-44.9
1.92	-30.1
13.9	-39.6
-11.3	-26
4.19	-33.4
2.42	-31.2
15.3	-40.3
2.44	-30.6
-7.82	-60.7
17.6	-43.9
17	-43.3
-25.5	-31
-11.6	-25.5
-8.15	-60.9
16.9	-45.3
14.5	-47
0.82	-46.5
2.44	-51.6
1.89	-42.9
-8.56	-62.2
23.7	-50.3
14.3	-50.1
16.3	-58.4
14.2	-49.4
-0.714	-64.9
-19.6	-48.3
-19.7	-40.4
-12.8	-32.2
-9.47	-36.3
0.867	-30.3
-7.69	-23.3
4.35	-55.3
-5.84	-47.2
19.2	-49.8
2.83	-53
3.07	-51.7
-2.26	-60.7
-5.02	-55.8
3.91	-56.4
5	-53.7
-13.2	-44.5
-5	-47
-10.4	-44.7
-4.45	-47.3
-4.32	-59.4
-2.71	-60.2
-12.7	-50.5
-19	-40.1
-24.9	-47.4
4.29	-55.2
-10.1	-45.5
-6.87	-46.4
-3.42	-59.9
18.1	-49.5
2.76	-48.4
4.21	-53.9
-7.64	-62.5
4.27	-45.9
5	-40.9
-9.5	-42.1
-6.17	-47.3
-16.3	-51.5
-7.69	-39.5
-5.72	-32.8
-17.7	-38.8
-14.7	-43.4
-19.9	-45.4
-9.6	-34.5
-13	-26.4
-21.1	-34.2
-17.8	-39.5
-23.5	-37.6
-13.2	-30.1
-20	-22.7
-21.5	-32.7
-18.1	-38.7
-23.4	-37
-13.2	-29.6
17.8	-52.8
10.8	-49.7
18.5	-53.4
17.9	-53.7
-4.72	-60.9
-6.78	-55.8
-2.58	-58.8
-3.22	-58.6
7.76	-39.9
7.92	-40.2
-0.275	-46.8
-9.09	-50.6
18.4	-54
-3.26	-45.4
18.9	-51.4
18.6	-54.8
7.18	-39.8
17.1	-51.8
-8.31	-53.6
10.3	-49
-10.2	-47.2
18.2	-51.3
7.89	-39.4
-11.2	-47.1
-5.73	-55.3
17.4	-52.8
-1.21	-46.3
17.6	-54.7
-3.36	-57.4
18.2	-52.4
17.1	-50.3
18.7	-51.4
-11.9	-45
-5.33	-44
18.2	-54.8
17.2	-54.5
17	-53.7
5.63	-38.3
6.58	-39.6
-2.71	-45.4
-12.5	-45.2
10.9	-48.9
9.86	-48.6
17.7	-52
-8.06	-51.5
9.92	-49
-8.97	-51.8
-5.19	-55.5
-8.29	-52.7
19	-52
19.2	-51.5
-10.2	-47.3
-2.31	-46.2
18.9	-54.8
18.1	-54.9
18.3	-54.4
-6.87	-55.2
33.1	10.8
16.7	-49.9
-2.28	-44.9
11	-47.2
-2.56	-53.9
18.4	-52.1
19	-51.1
18.5	-51.2
19.3	-52.1
-1.7	-48.3
-2.78	-54.7
17.1	-51
17.5	-51.4
-17.1	-25.8
-16.8	-25.7
-23.1	-28.2
-47.2	23
-47.7	22.1
-20.8	30.2
-14.3	66.2
-14.2	66.2
-14.6	66.5
-23.6	44.9
-11.6	66.5
-23.9	45.2
-24.5	46.9
5.41	58.2
-54.8	13.1
-56	12.9
-9.84	62.2
-14.2	66
-13.8	65.8
-24.5	47.1
-12.3	57
-13.1	67.4
-54.9	13
-54.4	13.8
-44	-5.41
-30.9	9.36
-55.7	13.5
-65.3	1.29
-57.7	14.9
-58	13.3
3.78	58.9
-40.8	24.9
-48.2	21.8
-31.9	26.7
-22.3	29.4
-54.6	14.6
-34	11.8
-58.2	15.5
-12.9	46.6
-59.4	5.23
-48.6	23.4
-21.5	30.5
-29.9	33.3
-33.9	12
-5.72	56.2
-61.6	4.37
-26.6	33.2
-22.9	28.7
-57.2	17.7
-8.8	53.6
-6.43	41.4
-59.1	8.15
-46.5	25.7
-38.8	11.3
-49.8	24.6
-60.5	4.1
-57	9.23
58.3	19
51.1	18.5
60.1	20.3
67.3	9.3
67.7	6.84
68.4	3.42
63.3	-1.63
66.8	1.91
67.5	6.12
69.3	9.64
67.8	6.81
65.9	11.4
49.6	13.4
67.7	19.9
66.1	12.4
66.8	16.2
66.2	11.8
65.5	11.5
65.5	11.4
55.4	-5.01
66.6	6.05
50.8	11
-31.5	11.6
41.9	-0.0726
47.4	7.31
36.6	38.3
49.7	13.4
5.02	-4.95
51.3	19.6
50.2	-1.17
10.9	-2.92
18.1	0.652
24.1	0.574
36	-50.5
7.94	19.4
36	-50.6
14.9	-3.04
16.7	-2.43
17.1	-2.42
20.7	0.678
-16.1	-13.8
34.9	38.8
-5.62	49.2
3.13	-2.87
3.17	-2.91
-0.646	41.8
-0.717	41.8
-0.646	41.8
-0.781	41.8
-6.8	49.2
-6.78	49.2
-7.4	49.5
-7.4	49.6
-6.65	49.6
-8.42	49.4
-7.43	49.4
-5.36	52.1
-5.98	49.4
-7.41	49.6
-45.9	-4.88
-4.77	49
-5.28	49
-50.8	-3.03
-4.68	48.8
-4.89	49.1
-3.4	48.4
-4.77	48.8
-8.5	50.1
-8.49	50
-65	-4.58
-65.8	-0.433
-66.1	-3.69
-62.7	-5.88
-62.7	-7.08
-63.2	-2.59
-68	-3.68
-63.6	-5.9
-64.5	-2.67
-63.6	-8.02
-61.1	0.811
-60.6	-3.99
-53.7	11
-56.2	-12.5
-45.4	5.69
-21.9	28.5
-64.5	-8.07
-60.9	-4.48
-22.1	28.1
-59.5	-2.59
-58.7	-5.39
-62.2	12.3
-62.4	11.6
-62.1	12.5
-61.7	3.08
-66.9	-2.96
-66.3	-2.17
-66.2	-4.28
-63.8	-2.36
-64.1	-2.28
-65.7	-0.82
-66.2	-3.3
-64.6	-3.9
-65	-5.28
-61.4	-6.25
-61.6	1.8
-52.9	14.3
-52.7	13.9
-53.4	12.8
-52.4	14.8
-53	12.8
-52.2	13.7
-62	-8.98
-62.2	-8.94
-63	-6.06
-64.8	-4.33
-62.8	-3.78
-65.3	-3.92
-65.2	-5.06
-64.7	-7.13
-65.7	-1.61
-64.4	-3.24
-65.2	-2.23
-65	-3.6
-66.9	-2.8
-66.4	-1.2
-63.2	-5.01
-60.9	1.64
-66.8	-4.29
-62.9	-2.54
-64.1	-3.22
-63.9	-3.16
-62.4	-3.43
-64.3	-3.12
-64.1	-2.65
-65.7	-7.75
-66.8	-2.45
-66.1	-5.01
-66.5	-3.61
-65.4	-2.23
-65.5	-7.86
-66.6	-0.629
-8.1	51.2
-61.6	-1.85
-61.8	-3.95
-8.64	51.5
4.14	58.8
-63	-6.92
-57.7	-11.9
-61.9	-8.78
-62	-7.4
-61.1	4.57
-61.5	1.98
-64.7	-2.02
-60.3	-2.83
-62.4	-2.45
-61.9	7.6
-61.5	-2.15
-60.3	-1.92
-61.5	-3.46
-61.8	-3.57
-60.5	-1.69
-60.9	-2.8
-61.6	-4.82
-62.4	7.87
-66.4	-1.04
-66.9	-1.61
-66.8	-1.89
-67.2	-3.26
-67.4	-2.64
-63.2	-3.24
-61.1	1.63
-62.1	-5.95
-62.5	-5.22
-63.2	-8.16
-52.8	13.9
-52.8	13.4
-52.6	14.3
-53.3	20.3
-61.3	-9.11
-52.6	14.1
-52.9	13.9
-52.8	14.1
-53.6	12
-52.4	12.8
-52.2	14.9
-62.6	-8.84
-52.5	14.8
-52.9	13
-52.3	15.4
-59.8	-5.18
-64.4	-4.08
-61.7	-6.91
-62	-6.41
-63.7	-4.94
-61.1	-2.27
-58.5	-3.49
-58.5	-3.49
-62.6	-8.82
-54	11.1
-54.2	10.6
-52.5	19.7
-47.9	24.9
-45.4	-7.07
-4.07	42.8
-4.3	42.3
-6.76	44.8
-4.65	42.5
-6.17	45.3
-6.41	46.1
-4.49	42.4
-4.23	42.1
-4.18	42
-6.85	44.8
-6.21	44.5
-4.13	42.2
-3.98	42.9
-4.13	42.2
-6.21	44.5
-6.24	45
-6.23	44.8
-6.19	44.6
-6.19	44.6
5.17	54.5
5.13	54.5
5.54	57.1
-37.3	-3.22
-43.6	5.19
-43.6	6.22
-42.4	0.584
-47.2	-4.72
-47.7	21
-4.65	42.2
-6.22	44.5
-63.4	-4.18
-63.6	-5.74
-65.6	-3.54
-64.3	-2.34
-60.4	-1.63
-62.1	-5.95
-65.6	-3.64
-65.7	-3.63
-64.4	-4.08
-61.7	-6.91
-65.6	-3.68
-66.8	-0.256
-64.5	-5.28
-61.5	-5.98
-63	-6.64
-62.5	-5.22
-60.4	-6.64
-61.2	-2.72
-60.8	-2.97
-61.9	-2.47
-62.8	-5.14
-59.8	-5.1
-61.3	-5.52
-61.6	1.96
-65.2	-3.09
-62	-7.4
-46.2	-3.81
-62.2	1.54
-61.9	0.895
-62	-0.202
-64.2	-6.19
-54.9	10.2
-64.7	-0.257
-60.6	-5.66
-60.6	-5.55
-58.7	-2.55
-46.1	-3.93
-57.9	-4.59
-66.5	-4.63
-61.4	-6.37
-64.1	-1.33
-64.1	-1.33
-54.4	0.0741
-54	-0.206
-54.4	-0.0705
-62.6	5.66
-62.7	5.54
-54.1	-0.121
-62.9	-1.3
-4.76	43.3
-63.9	-1.33
-54.3	-0.0847
-63.9	-1.36
-64.2	-1.33
-52.9	-1.93
-59.3	-3.22
-61.7	-7.98
-62.7	9.53
-53.3	-2.07
-56.4	-1.6
-62	-1.31
-54.7	-12.5
-55	10.7
-61.1	4.57
-62.5	11.6
-0.454	41.5
-7.45	49.7
-60.5	0.92
-63	-3.94
-22.1	28.7
-62.7	-7.19
-55	10.7
-61.4	0.0536
-53.4	-2.09
-53	-14.1
-62	-5.67
-61.8	-4.88
-61	-3.35
-60.6	0.778
-62.5	-4.9
-21.5	28.3
-61.4	-4.89
-62.7	-7.19
-61	0.114
-59.6	-2.95
-60.7	-0.0435
-54.4	0.0741
-53.8	0.0831
-57.9	-3.66
-54.8	-12.4
-54.8	-12.4
-21.9	1.76
-20.6	-13.8
-22.5	-0.46
-29.8	11
-56.7	2.99
-54	4.41
-53.8	3.68
-48.1	14.7
-52.3	4.08
-52.4	4.13
-32	29.7
-38.9	11.4
-30.5	31
-42.5	-5.04
-50.5	2.67
-47.4	-0.41
-52.7	6.09
-22.4	29.9
-45.5	13.8
-15.8	17.1
-24.6	10.2
-22.6	-0.239
-15.8	-6.04
-52.1	23.2
-60.7	-3.4
64.7	34.8
64.7	34.8
64.8	34.8
64.7	34.8
64.7	34.7
64.8	35.4
64.3	36.5
29.1	20.5
41	41.2
64.8	35.4
45.3	20.8
68.6	18.2
65.4	35.1
56.4	26.4
64.4	35.4
-21	35.8
41.9	23.5
40.1	-1.16
-16	-14.7
16.8	0.798
11.3	-2.5
16.5	-0.542
19.2	3.64
15.5	0.629
60.9	-0.673
15.2	0.567
18.8	2.6
12.3	-1.16
-31	14.6
23.7	-0.731
-32	16.2
23.3	-2.76
-38.1	29.2
36.8	-50.2
-18.5	8.41
-19	8.52
-31.4	11.7
-31.6	11.8
-31.8	11.3
-30.1	12.5
-17.4	12.9
15	-31.9
-37.8	29.3
-3.61	19.2
-32.5	25.9
-42.7	1.64
-44.4	-1.61
10.3	17
-30.5	-28.4
25.2	-1.26
24.7	14
30.5	9.69
-9.95	53
-9.72	52.6
7.49	33
7.51	33
